First Name,Middle Name,Last Name,Phonetic First Name,Phonetic Middle Name,Phonetic Last Name,Name Prefix,Name Suffix,Nickname,File As,Organization Name,Organization Title,Organization Department,Birthday,Notes,Photo,Labels,E-mail 1 - Label,E-mail 1 - Value,E-mail 2 - Label,E-mail 2 - Value,E-mail 3 - Label,E-mail 3 - Value,E-mail 4 - Label,E-mail 4 - Value,Phone 1 - Label,Phone 1 - Value,Phone 2 - Label,Phone 2 - Value,Phone 3 - Label,Phone 3 - Value,Phone 4 - Label,Phone 4 - Value,Address 1 - Label,Address 1 - Formatted,Address 1 - Street,Address 1 - City,Address 1 - PO Box,Address 1 - Region,Address 1 - Postal Code,Address 1 - Country,Address 1 - Extended Address,Website 1 - Label,Website 1 - Value,Website 2 - Label,Website 2 - Value,Website 3 - Label,Website 3 - Value,Website 4 - Label,Website 4 - Value,Website 5 - Label,Website 5 - Value,Custom Field 1 - Label,Custom Field 1 - Value,Custom Field 2 - Label,Custom Field 2 - Value,Custom Field 3 - Label,Custom Field 3 - Value,Custom Field 4 - Label,Custom Field 4 - Value,Address 2 - Label,Address 2 - Formatted,Address 2 - Street,Address 2 - City,Address 2 - PO Box,Address 2 - Region,Address 2 - Postal Code,Address 2 - Country,Address 2 - Extended Address,score,segment
,,office@schwarz-obst.at,,,,,,,,Alois Schwarz Gesellschaft.m.b.H. & Co KG,,,,"Objekt: C15
Telefon: +43 1 616 69 81
Obst, Gemüse: x
Eiprodukte: x
Bio-Produkte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@schwarz-obst.at,,,,,,,Work Fax,+431616698113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@sedi-fruits.at,,,,,,,,SEDLATSCHEK Hubert,,,,"Objekt: C14
Telefon: +43 1 616 68 53
Homepage: www.sedi-fruits.at
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@sedi-fruits.at,,,,,,,Work Fax,+431616685313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,peter@memminger.at,,,,,,,,MEMMINGER Peter,,,,"Objekt: C15
Telefon: +43 1 616 70 27
Homepage: www.memminger.at
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at ::: wholesale_at_vienna,* Other,peter@memminger.at,,,,,,,Work Fax,+43161670277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,pilzservice@lazov.eu,,,,,,,,Lazov Pilz Service GmbH,,,,"Objekt: C04
Telefon: +43 676 380 37 70
Homepage: www.lazov.eu
Obst, Gemüse: x
Bio-Produkte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,pilzservice@lazov.eu,,,,,,,Work Fax,+4316156224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@macrogroup.at,,,,,,,,Macro Group Handels GmbH,,,,"Objekt: A08
Telefon: +43 1 616 43 60
Homepage: www.macrogroup.at
Fleisch, Wurst: x
Lebensmittel: x
Zustellung: x
",,Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@macrogroup.at,,,,,,,Work Fax,+431616436015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,k.bilman@gmx.at,,,,,,,,BILMAN Kayhan,,,,,,* myContacts ::: wholesale_at_vienna,* Other,k.bilman@gmx.at,Other,expert@croaziere.net ::: president@officetravel.ro,,,,,,+4369919468380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,business_austria
,,,,,,,,,,"""Da Rocco"" Fischhandels GmbH",,,,"Objekt: A03
Telefon: +43 1 890 50 50
Homepage: www.darocco.at
Fisch: x
Lebensmittel: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: * starred ::: wholesale_at_vienna,* Other,verkauf@darocco.at,,,,,,,Work Fax,+431890505015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,business_austria
,,,,,,,,,,YUSUF AYDIN KG,,,,"Objekt: FF
Telefon: +43 1 616 67 24
Homepage: www.yusufaydin.at
Obst, Gemüse: x
Eiprodukte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,admin@yusufaydin.at,,,,,,,Work Fax,+4316166724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,akarfrutta@hotmail.com,,,,,,,,AKAR FRUTTA GmbH,,,,"Objekt: C10
Telefon: +43 676 906 68 18
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,akarfrutta@hotmail.com,,,,,,,Work Fax,+4316150387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,frischpro@gmail.com,,,,,,,,Zsanett SZELES,,,,"Objekt: A03
Telefon: +43 1 615 30 59
Homepage: www.frischpro.com
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,frischpro@gmail.com,,,,,,,Work Fax,+4316153059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,THURNER Rumenka,,,,"Objekt: C02
Telefon: +43 1 616 69 22
Obst, Gemüse: x
Eiprodukte: x
Bio-Produkte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,gemuese-obst-thurner@aon.at,,,,,,,Work Fax,+4316168217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,HEINREICHSBERGER Johann,,,,"Objekt: FF
Telefon: +43 664 52 52 336
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,heinreichsberger@aon.at,,,,,,,Work Fax,+4322756877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,MAYER Herbert,,,,"Objekt: C08
Telefon: + 43 1 616 69 48
Eiprodukte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,herbert@eier-mayer.at,,,,,,,Work Fax,+4316166948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,MULACKAL Handel Ges.m.b.H.,,,,"Objekt: A03
Telefon: +43 1 334 35 08
Homepage: www.mulackal.com
Fisch: x
Lebensmittel: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,misha@mulackal.com,,,,,,,Work Fax,+431334350820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,mz.gesmbh@gmail.com,,,,,,,,M & Z Handels GmbH,,,,"Objekt: C06
Telefon: +43 699 198 13 15
Obst, Gemüse: x
Eiprodukte: x
Lebensmittel: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,mz.gesmbh@gmail.com,,,,,,,Work Fax,+4316151898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,Nemeth H. KG,,,,"Objekt: C16
Telefon: +43 1 616 74 40
Homepage: www.schulbuffet-partner.at
Lebensmittel: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,nemeth.schulbuffet@aon.at,,,,,,,Work Fax,+4316166986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,Orient Marketingservice GesmbH Nfg KG,,,,"Objekt: B02
Telefon: +43 1 616 69 13
Homepage: www.ece-orient.at
Fleisch, Wurst: x
Fisch: x
Lebensmittel: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@ece-orient.at,,,,,,,Work Fax,+431616691398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,Basak Handels GmbH,,,,"Objekt: A08
Telefon: +43 1 616 43 60
Homepage: www.etsan.at
Obst, Gemüse: x
Fleisch, Wurst: x
Fisch: x
Eiprodukte: x
Getränke: x",,* myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@etsan.at,,,,,,,Work Fax,+431616436015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,GEKO Großhandelsgesellschaft m.b.H.,,,,"Objekt: A04
Telefon: +43 1 616 71 90
Homepage: www.geko.at
Fleisch, Wurst: x
Fisch: x
Eiprodukte: x
Getränke: x
Lebensmittel: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@geko.at,,,,,,,Work Fax,+431616719040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,Petra Hocking GmbH,,,,"Objekt: C13
Telefon: +43 1 616 39 70
Homepage: www.hocking.at
Obst, Gemüse: x
Bio-Produkte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@hocking.at,,,,,,,Work Fax,+431616397044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,MCFN HandelsgesmbH,,,,"Objekt: C14
Telefon: +43 1 616 05 15
Homepage: www.mcfruit.at
Obst, Gemüse: x
Eiprodukte: x
Lebensmittel: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@mcfruit.at,,,,,,,Work Fax,+4312940015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,San Lucar Obst- & Gemüse Handels GmbH,,,,"Objekt: A06
Telefon: +43 1 615 25 61
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@sanlucar.at,,,,,,,Work Fax,+43161525982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,UNIVEG Austria GmbH,,,,"Objekt: A01
Telefon: +43 1 610 02-0
Homepage: www.univeg.de
Obst, Gemüse: x
Bio-Produkte: x
Zustellung: x


Objekt: B01
Telefon: +43 1 610 02-0
Homepage: www.univeg.de
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@univeg.at,,,,,,,Work Fax,+43161002223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,Wiesenland GmbH,,,,"Objekt: B03
Telefon: +43 664 73 64 58 50
Homepage: www.wiesenland.at
Obst, Gemüse: x
Bio-Produkte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at ::: wholesale_at_vienna,* Other,office@wiesenland.at,,,,,,,Work Fax,+43223637987489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
petrik.sahin.og@hotmail.com,,,,,,,,,,Petrik & Sahin OG,,,,"Objekt: C06
Telefon: +43 699 19 68 12 20
Obst, Gemüse: x
Lebensmittel: x
Bio-Produkte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,petrik.sahin.og@hotmail.com,,,,,,,Work Fax,+431615001414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,Marksteiner & Wagersreiter Handels OG,,,,"Objekt: B03
Telefon: +43 1 616 58 00
Homepage: www.frischgemuese.at
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,roman.wagersreiter@frischgemuese.at,,,,,,,Work Fax,+431616580020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,Schützenhofer GmbH,,,,"Objekt: FF
Telefon: +43 676 729 95 59
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at ::: wholesale_at_vienna,* Other,schuetz.man@aon.at,,,,,,,Work Fax,+4333592807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,TOKMAK KG,,,,"Objekt: C12
Telefon: +43 1 603 13 88
Homepage: www.sepas.at
Obst, Gemüse: x
Lebensmittel: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,sepas@live.at,,,,,,,Work Fax,+431603138815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,MATHY GmbH,,,,"Objekt: C18
Telefon: +43 1 905 10 10
Obst, Gemüse: x
Bio-Produkte: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,sylvia.heuer@mathy.at,,,,,,,Work Fax,+4319051111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,Zeilberger Fruit-Service AG,,,,"Objekt: A10
Telefon: +43 1 616 70 10-400
Homepage: www.zeilberger.com
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,verkauf.wien@zeilberger.com,,,,,,,Work Fax,+431616701017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,Wallner & Söhne Ges.m.b.H.,,,,"Objekt: C11
Telefon: +43 1 616 69 66
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,wallner.champignon@aon.at,,,,,,,Work Fax,+4316168094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,Schenker & CO AG,,,,"Objekt: ZG
Telefon: +43 1 616 99 55
Homepage: www.schenker.at
Dienstleistung: Logistik",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,wien.info@schenker.at,,,,,,,Work Fax,+4316168084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,"Stelzer, Obst GmbH",,,,"Objekt: C07
Telefon: +43 1 616 69 45
Homepage: www.obst-stelzer.at
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,wien@obst-stelzer.at,,,,,,,Work Fax,+43161669453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,business_austria
,,,,,,,,,,"""West-J&A"" Popovic Handels GmbH",,,,"Objekt: B05
Telefon: +43 1 615 31 03 01
Obst, Gemüse: x
Dienstleistung: Verarbeitung",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: * starred,,,,,,,,,Work Fax,+431615310399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,business_austria
,,,,,,,,,,LEYRER Johann,,,,,,wholesale_at_vienna,,jleyrer@aon.at,,,,,,,,+436644323695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,business_austria
Hans-Joachim,,Franz,,,,,,,,,,,1900-05-21,,,* myContacts ::: Importado el 20/4/18 ::: * myContacts,* Other,hjf21@gmx.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,business_austria
,,business-sales@inode.at,,,,,,,,,,,,,,* myContacts,* Other,business-sales@inode.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,business_austria
,,florin.pop@chello.at,,,,,,,,,,,,,,* myContacts,* Other,florin.pop@chello.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,business_austria
ARSENE,,EUSEBIO,,,,,,,,,,,,,,Pensiuni Romania ::: * myContacts,* Other,seiltechnik@gmx.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,business_austria
,,,,,,,,,,"""EN-DER"" HandelsgmbH",,,1990-10-14,"Objekt: C03
Telefon: +43 1 615 24 23
Obst, Gemüse: x
Zustellung: x",,Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,* Other,barbieru_johnny@yahoo.com,,,,,,,Work Fax,+4316152566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,ZELLER Franz,,,,"Objekt: FF
Telefon: +43 1 280 69 03
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+4312806903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,JURSCHITZ Gabriele,,,,"Objekt: FF
Telefon: +43 664 286 33 87
Obst, Gemüse: x
Eiprodukte: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+4312923592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,BBF Transporte GmbH,,,,"Objekt: VZ
Telefon: +43 1 615 04 15
Dienstleistung: Logistik",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+4316150485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,M & M Celik KG,,,,"Objekt: C05
Telefon: +43 1 615 18 00",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+4316152102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,"""EN-DER"" HandelsgmbH",,,,"Objekt: C03
Telefon: +43 1 615 24 23
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+4316152566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,"f-eins"" Betriebs GmbH",,,,"Objekt: FGM
Telefon: +43 1 616 03 62
Homepage: www.f-eins.at
Fleisch, Wurst: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+4316160362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,YALCIN Suzan,,,,"Objekt: FF
Telefon: +43 676 614 63 98
Obst, Gemüse: x
Eiprodukte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+4316166688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,SOFRUCE GmbH,,,,"Objekt: A09
Telefon: +43 1 616 89 20
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+4316167639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,Leopold Heinzl Gesellschaft M.b.H.&Co.KG,,,,"Objekt: C09
Telefon: +43 1 616 69 62
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+4316167901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,"""SDM"" HandelsgmbH",C,,,"Objekt: C17
Telefon: +43 699 18 19 29 48
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+431617470440,Mobile,+243824407734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,NEUHAUSER Franz,,,,"Objekt: FF
Telefon: +43 664 151 90 71
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+43221525081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,Evergreen Agrarprodukte GmbH,,,,"Objekt: C06
Telefon: +43 676 634 23 68
Obst, Gemüse: x
Lebensmittel: x
Bio-Produkte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+43225285331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,LEGAT Sandra,,,,"Objekt: FF
Telefon: +43 664 111 03 62
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+4333342666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,THALLER Bernhard,,,,"Objekt: C16
Telefon: +43 1 616 80 97
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+4333832412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,BAS Mehmet,,,,"Objekt: C07
Telefon: +43 664 460 35 89
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts,,,,,,,,,Work Fax,+436152546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,business_austria
,,,,,,,,,,,,,,,,legume_fructe_ro,,az1000@gmx.at,,,,,,,,,,,,,,,,,,,,,,,,,http://www.piata-agricola.ro/Piata_legumelor_si_fructelor/Vanzare/Arad/vinde_ceapa_si_cartofi_28523.html,,,,,,,,,,,,,,,,,,,,,,,,,,10,business_austria
,,,,,,,,,,,,,,,,legume_fructe_ro,,moldovan.st@aon.at,,,,,,,,,,,,,,,,,,,,,,,,,http://www.piata-agricola.ro/Piata_legumelor_si_fructelor/Vanzare/Cluj/Vand_legume_si_fructe_35843.html,,,,,,,,,,,,,,,,,,,,,,,,,,10,business_austria
