name,email,city,phone,source
BIOFARM SRL,molnarbalazsgm@gmail.com,,+40743112217
BISAR LOGISTICS S.R.L.,monac@avocatmonac.ro,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 1,0763344055,
MOTOPLUS PIESE S.R.L.,motopluspiese@yahoo.com,,+40762484448
COMPANIA DE TRANSPORT PUBLIC IAŞI S.A.,mru@sctpiasi.ro,Iași > MUNICIPIUL IASI > IASI,0372148608,
FRIGOSPEED EUROTOP SRL,mugurel.frigo@gmail.com,,+40720719150
MULTIPOWER TOUR SRL,multipowertour@yahoo.com,,+40740824224
NEDELCU NDM SRL,ndmnedelcu@gmail.com,,+40750717673
S.C. CURIER TRANS EXPRESS,neagu_ionut18@yahoo.com,,+40723355884
MIHNEA CRIS TRANS 2007 SRL,negoescu1912@yahoo.com,,+40744348254
LAVIUM PRODIMPEX SRL,nelutorjoc@gmail.com,,+40744930236
NEMACORD SRL,nemacordsrl@yahoo.com,,+40746024458
NEO DELIVERY SRL,neodeliverysrl@gmail.com,,+40737198466,
AQUATERM AG 98 SA,nica_ana.maria@yahoo.com,,+40748127701
NICOL POPA LOGISTIC,nico.popa1983@gmail.com,,+40734486531,
DECOMAR LOGISTIC SRL,nicoleta.tanasescu@d-log.ro,Argeș > ORAS MIOVENI > MIOVENI,0736378181,
SC NIGADA CURIER SRL,nigadacurier@gmail.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 3,0761600440,
NINGEL TRANS SRL,ningel.alexandria@yahoo.com,,+40766275752
NITRO DELIVERY SRL,nitrodelivery9@gmail.com,,+40753152068
KIPER SRL,njolan@yahoo.com,,+40744597592
NOBEL AUTO SERVICE SRL,nobelauto.ro@gmail.com,,+40799424613
NOVA SMART LOGISTIC SRL,nova.smart.logistic@gmail.com,,+40742141000,
NST PRIME TRANSPORT,nstprimetransport@gmail.com,,+40786690984,
ASOCIATIA CREATIV HUB,nunti@evaprestige.ro,,+40774402344
TRANS MM TRANSPORT SRL,o.zengin1905@icloud.com,Timiș > MUNICIPIUL TIMISOARA,0744621051,
DAMAR COLISION SRL,oana@damarservice.ro,,+40724899963
OCH LOGISTIC AG SRL,och.logistic@gmail.com,,+40728866725,
OCTOPUS LOGISTIC SRL,octopuslogisticsrl@gmail.com,Municipiul Cluj-Napoca,+40747138462,
ELECTRIC CONTROL DATA,office.electric_control@yahoo.ro,,+40723302241
ORIGINAL TEAM SRL,office.emiliazelch@gmail.com,,+40768174336
DISTRIBUTIE ENERGIE ELECTRICA ROMANIA SA- SUCURSALA HARGHITA,office.harghita@distributie-energie.ro,Harghita > MUNICIPIUL MIERCUREA CIUC > MIERCUREA CIUC,0266205702,
JUMBO EXPRESS SRL,office.jumboexpress@gmail.com,,+40787394766
MEDIWASH S.R.L.,office.mediwash@gmail.com,,+40752071442
S.C.PORTA IDEEA SRL,office.portaideea@gmail.com,,+40771793022
SILBOSS S.R.L.,office.silboss@gmail.com,,+40751091290
ASMARA DELIVERY SRL,office.uniceuro@gmail.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 2,0771793022,
A.C.S GLOBAL TRADE SRL,office@acsglobal.ro,,+40722303312
ALEYAN LOGISTIC S.R.L.,office@aleyan.ro,,+40744512310
ALL FINANCE LOGISTIC S.R.L.,office@allfinance.ro,Botoșani > MUNICIPIUL BOTOSANI > BOTOSANI,0231531000,
ALPASTRANSPORT SRL,office@alpastransport.com,,,
ATHOS TRANSPORT S.R.L.,office@athos-trans.ro,,-
AVICOLA SLOBOZIA SA,office@avicola-slobozia.ro,,+40243221197
GRAFRELY S.R.L.,office@bacriuluisf.ro,,+40728070691
BEST ENGINE SRL,office@bestengine.ro,,+40754210943
SC CADVYLL CONST SRL (RO17559415),office@cadvyll.ro,,+40751038459
CONTINENTAL CARGO BROKER SRL,office@cargobroker.ro,MUNICIPIUL BUCURESTI,+40344261552,
CITY CONSTRUCT LOGISTIC S.R.L.,office@cityconstruct.ro,Loc. Voluntari, Oras Voluntari,,
COMPANIA DE LOGISTICA SI DISTRIBUTIE WIT SRL,OFFICE@CLDWIT.RO,,+40757958265,
CLEANING LOGISTIC DISTRIBUTION,office@cleaninglogistic.ro,Bucuresti,0730118539,
REMCOR GAZ SRL,office@containteligent.ro,,228002
1. CREMOSICA SRL,office@cremosica.ro,,+40751182731
BR AGRITECH INNOVATIONS COOPERATIVA AGRICOLA,office@cropping.ro,,+40744632187
CUREA PAN GROUP SRL,office@cureacompany.ro,,+40722794790
D D TEAM GROUP SRL,office@d-d.ro,,+40729160538
DIMAR LOGISTICA EXPRES SRL,office@dimarlogistica.com,,+40756064618,
DOLY-COM DISTRIBUTIE SRL,office@dolycom.ro,Botosani,0744503909,
SC TECHNO DOPO TOTAL SRL,office@dopo.ro,,+40799777392
SC EXPRES TRANSPORT SA,office@eta.ro,,+40799064027
EXCELENT TRANS SRL,office@excelenttrans.ro,,+40745075371
SC HD NETWORKING SRL,office@hdnet.ro,,+40371005322
SC ICIRUAL 2003 SRL,office@icirual2003.ro,,+40758235324
INTERFRIGO LOGISTICS SA,office@interfrigologitics.ro,,+40348730071
LUAR SRL,office@luar.ro,,+40257276666
MASTER BLUE DELIVERY S.R.L.,office@master-pack.ro,PAULESTI,+40773306324,
SPARKLING FLASH DELIVERY S.R.L.,office@maustache.ro,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 2,+40738762033,
MONDO TRANS S.R.L.,office@mondotrans.eu,,+40257282666
KING EUROSERVICE S.R.L.,office@muncitoresti.ro,,+40770149638
MUSAPITESTI96 SRL,office@musa.ro,,+40248223406
NEVRA LOJISTIK SRL,office@nevralojistik.ro,,+40745621993
OST TRANSPORT SRL,office@ost-transport.ro,Arad > VLADIMIRESCU > CICIR,0758354087,
RIM AUTOLOGISTIC SRL,office@rimauto.ro,,+40799017071
Pan-Partener Spedition Arg,office@romancuta.ro,Pitești,-,
JIHED BAHRI DELIVERY SRL,office@ropic.ro,Sibiu > MUNICIPIUL SIBIU > SIBIU,0770516123,
SC ROVEKA FARM IMPEX SRL,office@roveka.ro,,+40787377167
SANEL TRANS SRL,office@saneltrans.ro,,+40748558479
SANURG SRL,office@sanurg.ro,,+40742133906
S.C.SMART SPEDITION SRL,office@smartspedition.ro,Ilfov > CIOROGARLA > CIOROGARLA,0736 398 300,
ALPHA SISTEM MANAGEMENT S.R.L.,office@stefanrebeja.com,,+40734744429
SUPERSTAR COM SRL,office@superstarcom.ro,,+40230560629
TERMO CALOR CONFORT S.A.,office@termopitesti.ro,,+40729980503
TRANSPECO LOGISTICS & DISTRIBUTION SA,office@transpeco.ro,BUCURESTI, SECTORUL 1,0212119815,
TRANS ZAMFIR SRL,office@trans-zamfir.ro,,+40724365526
TRUK SAA AUTO SRL,office@trukauto.ro,,+40770393284
VECTRA LOGISTIC SRL,office@vectralogistic.ro,Brașov > MUNICIPIUL BRASOV > BRASOV,0722343532,
ACTROS LOGISTIC SRL,officeactroslogistic@gmail.com,Prahova > BUCOV > BUCOV,0753315740,
CAROSIB SRL,officecarosib2@gmail.com,,+40766703628
FASTGODELIVERY SRL,officefastandgo@gmail.com,,+40742129634,
ONLY SERV SRL,officeonlyserv@gmail.com,,+40744377959
TRANSTROFIN SRL,officevitann363@gmail.com,,+40731410381
OFFROAD PARTS S.R.L.,offroadsv@yahoo.com,,+40741010119
SOFTNOT SRL,oneaconstantin4@gmail.com,,+40743390803
ONESTA PROD SRL,onestaprodzalau@yahoo.com,,+40744804868
ONU LOGISTIK,onulogistik@gmail.com,,+40747071186
AURA LOGISTIC SRL,oprescugabriel1616@gmail.com,Sibiu > MUNICIPIUL SIBIU > SIBIU,0771647904,
OCOLUL SILVIC DEALU NEGRU,osdealunegru@yahoo.com,,+40756992728
TRANS ANTONIA S.R.L.,ovidiu.dinculescu70@gmail.com,,+40743158479
CARSTOS OVITRANS SRL,ovidiucirstos@yahoo.com,,+40253219132
ADRIAN & PAUL SPEDITION S.R.L.,padureanuvasileadrian@yahoo.es,,+40771582663,
CC CITY CURIER DELIVERY SRL,patrascudragos75@gmail.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 1,0769133698,
LACON ELECTRONIC SRL,payroll.romania@lacon.ro,,+40722686168
SC PEDROALIN SRL,pedro_alin_srl@yahoo.com,,+40744926463
MEGAFIT CONTROL SRL,penny.cata@yahoo.com,,+40765639277
ORADEA TRANSPORT LOCAL SA,personal.cm@otlra.ro,Bihor > MUNICIPIUL ORADEA > ORADEA,0259423212,
AMBERGLOSUNG LOGISTIC S.R.L.,personal@ecojur.com,Bihor > MUNICIPIUL ORADEA > ORADEA,0259434751,
NUTRIENTUL SA,personal@nutrientul.com,,+40259471811
XTRADEALS AUTO GROUP SRL,petrumartin9@gmail.com,,+40747903427
PG-AM FOOD CONCEPT SRL,pgamfoodconcept@gmail.com,,+40764452355
VICTOR SPEDITION S.R.L.,pienarinstal@yahoo.com,Loc. Simeria, Oras Simeria,,
AER TRANSPORT SRL,pietrofin_vasilica@yahoo.com,Bacău > MUNICIPIUL BACAU > BACAU,0740168885,
PIT STOP GARAGE S.R.L.,pitstopgaragedeva@gmail.com,,+40725351106
TIME PAD DELIVERY S.R.L.,pizzatimesibiu@gmail.com,,+40741453914,
TRANSPORTATION EXPRESS SRL,poduryan86@mail.ru,Iași > REDIU > BREAZU,0740130764,
COLOMBO LOGISTICS SRL,pompivoinea@gmail.com,Ilfov > DASCALU > DASCALU,07308780480,
NRG LOGISTIC SRL,preda.alex@nrglogistic.com,,+40762527034
PREMIUM FAST DELIVERY SRL,premiumfastdeliverysrl@gmail.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 2,0731410381,
LICEUL NATANAEL SUCEAVA,prodanangela78@yahoo.com,,+40744144393
SEAE DELIVERY & SALE,profleet_seae@yahoo.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 1,-,
SAGA LOGISTICS MANAGEMENT SRL,profuture@gmail.com,Municipiul Constanta,,
PROINSTALATII S.R.L.,proinstalatii@hotmail.com,,+40740051413
ROMCHIM SRL,pronto.salarizare@romchim.ro,,+40744600691
GREEN CARGO SPEED S.R.L.,pulsgreencargos@gmail.com,,+40745872746
PYTA TRANSPORT AUTO SRL,pytatransportauto@gmail.com,,+40785454188
EIM FAST BUSINESS DELIVERY S.R.L,quickriders22@gmail.com,,+40766973180,
GRUBER LOGISTICS SRL,rada_raluca@yahoo.com,Bihor > MUNICIPIUL ORADEA > ORADEA,0723525324,
RADANA IMPEX SRL,radanaimpex@yahoo.com,,+40722554743
DARIA SI RAFAEL SRL,radoidorin27@gmail.com,,+40734438348
MUSTANG TOUR SRL,raluca.escape@gmail.com,,+40740117163
S.C. RALUCA SI RARES COMPANY S.R.L.,ralucasirares@yahoo.com,,+40741061069
AMBIENT PRO CONCEPT,ramona.ioanes@altaconsult.ro,,+40752043400
SC Nuova F&V Transport SRL,ramona@fvtransport.ro,Arad > MUNICIPIUL ARAD > ARAD,0756138686,
RATBV S.A.,ratbv@ratbv.ro,,+40268334678
COMPANIA DE TRANSPORT PUBLIC CLUJ NAPOCA S.A.,ratuc@mail.rdscj.ro,Cluj > MUNICIPIUL CLUJ-NAPOCA > CLUJ-NAPOCA,0264430917,
SRKN LOGISTIK SRL,recai_encok@yahoo.com,,+40774046206
DETERGENTI S.A.,recrutare.im@pg.com,,+40344229200
DITO GROUP SRL,recrutare@dito-group.ro,,+40770377510
Elec Drive Mobility,recrutare@elec.ro,,+40799095586
S.C. PROMAX ENTEPRISECO SRL,recrutare@simply-hr-solutions.ro,,+40728851293
SC REGENESYS IT TECHNOLOGIES SRL,regenesys74@gmail.com,,+40745100888
SC MADVYO TRANS SRL,remusd99@gmail.com,,+40735437263
DIRECTIA EDUCATIE CULTURAL SPORTIVA SI IDENTITATE COMUNITARA,resurse.umane@decsic-voluntari.ro,,+40754079445
SOCIETATEA DE TRANSPORT PUBLIC TIMISOARA S.A.,resurse.umane@stpt.ro,Timiș > MUNICIPIUL TIMISOARA > TIMISOARA,0356803713,
DACIA SERVICE CLUJ SRL,resurse_umane@otcgroup.ro,,+40264438440
EAST LINE LOGISTIC LLC S.R.L.,resurseumane.as@gmail.com,,+40733785568,
POLARIS M.HOLDING SRL,resurseumane.braila@polaris.ro,,+40725222295
AROVIT INVEST SRL,resurseumane@arovit.ro,,+40788496337
FERTIGYN SRL,resurseumane@origyn.ro,,+40737924933
SMART SUPPLY LOGISTIC S.R.L.,resurseumane@smartqc.ro,Argeș > ORAS MIOVENI,0727361547,
TRANSCOM S.R.L.,resurseumane@transcomsrl.ro,,+40746148448
TRANSPORT URBAN PUBLIC SRL,resurseumane@tupturda.ro,Cluj > MUNICIPIUL TURDA > TURDA,0264 312257,
DRAKO CUHNIA BALKANICA S.R.L.,rezervari@george-dragon.ro,,+40731325325
JOHN AVIA PROD SRL,ricascortanu@yahoo.com,,+40766671499
B.A.T. EUROPEAN LOGISTICS SRL,rita.bobe1956@gmail.com,,+40752222062,
ROAD RUNNER CONSTRUCTII S.R.L.,roadrunnerddd80@gmail.com,,+40758764051
EXPRESS JET S.R.L.,roberta.g094@yahoo.com,,+40766472909
Rodali Cargo,rodali.cargo@gmail.com,Giubega,0755666919,
BAZIL MOTOSERV SRL,roibug72@gmail.com,,+40727615430
TEODRAGOMIR GARAJ SRL,romeodragomir82@yahoo.com,,+40760290697
HUTU KRISAND SRL,rosuandreea080@gmail.com,,+40756011724
ROSU EMIL RESTAURANT INTREPRINDERE INDIVIDUALA,rosuemilniki@yahoo.com,,+40722610174
DISTRIBUTIE ENERGIE ELECTRICA ROMANIA S.A.,roxana.andreoiu@distributie-energie.ro,,+40244405018,
S.C. K INDUSTRIES RO HOLDING S.R.L.,royalcarwashofficial@yahoo.com,,+40755521272
EUROPEAN LOGISTICS SRL,rrhh.elo@calsina-carre.com,Argeș > BASCOV > BASCOV,0248606001,
ARABESQUE SRL,ru.sb@arabesque.ro,,+40757024482
RUYU SPEDITION SRL,ruyutransportdispecer@gmail.com,Bistrița-Năsăud > MUNICIPIUL BISTRITA > BISTRITA,0770467305,
S.C.RZV LOGISTIC SRL,rzv.logistic@gmail.com,Sibiu > SLIMNIC > SLIMNIC,-,
SABIL TRANSPORT,sabil.trans@hotmail.com,Sibiu > MUNICIPIUL SIBIU > SIBIU,0727314208,
DELTA SHIPPING AGENCY SRL,sabrina@deltashipping.ro,,+40742027437,
SABU TAY TRANSPORT S.R.L.,sabutaytransport@gmail.com,Sibiu > MUNICIPIUL SIBIU > SIBIU,0774068162,
SCHENKER LOGISTICS ROMANIA S.A.,sales.ro@dbschenker.com,Bukarest,0213176136,
DFC IASI S.R.L.,sales@dfc.ro,,+40742379789
SALUBRIS SA,salubris-slatina@yahoo.com,,+40766741523
SAMMER MULTI-TECH SRL,samu23m@gmail.com,,+40749636838
REMAT BRASOV SA,sava.cosmin@rematbv.ro,,+40751021650
EMN CARRIER S.R.L,sc.emncarrier@yahoo.com,,+40734365269
SCATRANS LOGISTIC SRL,scatranslogistic@gmail.com,,+40754883412,
CAPITRANS SRL,sccapitrans@yahoo.com,,+40250866404
MADII SRL,scmadiisrl@yahoo.com,,+40723434864
S.E.A TRANSILVANIAN TRANSPORT,sea.transilvania@gmail.com,,+40742731147
S E CO L ROMANIA SRL,secoltgjiu@yahoo.it,,+40253226777
AEROPORTUL INTERNAŢIONAL SIBIU RA,secretariat@sibiuairport.ro,,+40372055862
TRANSLOC SA,secretariat@transloc.ro,,+40744667777
KYM TRANSPORT SRL,sergiukym@yahoo.com,,+40763698111
SERVICE AUTO GRIGORESCU PREMIUM,serviceautogrigorescu.premium@gmail.com,,+40728922460
LIMROM SRL,servicelimrom@yahoo.com,,+40724465933
SEVDE TRANS SRL,sevdetrans@hotmail.com,,+40739924007
OSM GROUP SRL,silaghivlad98@gamil.com,,+40745309454
LA LUNA IMOBILIARE SRL,silipniculaie@yahoo.ro,,+40745623381
RAFIL S.R.L.,silviutrusca@yahoo.com,,+40768208908
COM DIVERS LOGISTIC SRL,simona.ciubuc@comdivers.ro,Argeș > BASCOV > BASCOV,0730255850,
SC SMART ENERGY SRL,smartenergyradauti@yahoo.com,,+40752296752
SND VASI TRANSPORT S.R.L.,snd_vassy2019@yahoo.com,Suceava > VICOVU DE JOS > VICOVU DE JOS,0737874530,
VULP LOGISTICS SRL,somaj.vulplogistic@yahoo.com,Cluj > MUNICIPIUL CAMPIA TURZII > CAMPIA TURZII,0758415881,
DISTRIBUTIE ENERGIE ELECTRICA ROMANIA S.A.,sorina.mutnean@distributie-energie.ro,,+40264205018,
SPRINTER COURIER GLOBAL SRL,sprinter_curier@yahoo.com,Targsoru Vechi,+40725482379,
ITC LOGISTIC ROMANIA SRL,sserbanescu@itclogistic.com,Brașov > MUNICIPIUL BRASOV > BRASOV,0268/406023,
S.C. UNITED EURO SPEDITION S.R,staff@expresseuroscan.com,Suceava > BOSANCI > BOSANCI,0746270793,
NICHTVISION SERVICE SRL,statusmet2025@gmaio.com,,074
SOS DELIVERY S.R.L.,stefan.armeanu1104@gmail.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 2,0738762033,
SIRBU TRANSPORTE SRL,stefania_partene@yahoo.com,Bistrița-Năsăud > MUNICIPIUL BISTRITA,0753431659,
STEL-COR DRIVING SRL,stelcor25@yahho.com,,+40746294161
LOGISTIC E VAN WIJK SRL,steliana.rus@evanwijk.ro,Cluj > APAHIDA > SANNICOARA,0372300200,
STMM INVEST SRL,stmminvest@gmail.com,,+40768739516
IRIMIR IMPEX SRL,stoica_irimir@yahoo.com,,+40767805653
CAMARA RUSTICA,strainimuncitori@gmail.com,,+40761237797
SUPER TRANS COM SRL,supertranscom@yahoo.com,,07 223 402 274
Galactic SRL,szilamergal@gmail.com,,+40740647920
TAHOGELU SRL,tahogelu.srl@gmail.com,,+40746168507
TELETEKNIKA ENGINEERING SRL,teleteknikaeng@gmail.com,,+40761422017
TEMPO MNM CAFFE S.R.L.,tempomnm@yahoo.com,,+40733567234
URG LOGISTIC SRL,tepuc_urgent@yahoo.com,,+40744124192
NS GLOBAL LOGISTICS SRL,toaderconsultanta@gmail.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 3,0724424811,
TOP CLASS AUTO TEHNO S.R.L.,topclassauto2008@gmail.com,,+40722264018
APALEMNIA S.R.L.,toroimpex@toroimpex.ro,,+40723383481
SC TRANSPORT PUBLIC LOCAL DE PERSOANE SRL,tplp2024@yahoo.com,Teleorman > MUNICIPIUL ALEXANDRIA > ALEXANDRIA,Nu sunt date,
SC TAXIDIB IOANAND SRL,transdbu@gmail.com,,+40740894597
LUSADE INTERNATIONAL TRANSPORT SRL,transped2019@gmail.com,,+40753644777
BACUS SRL,transport@bacus.ro,,+40758071353
SIMIONCA IONUT RAUL PFA,transsimy@yahoo.com,,+40742172245
ASUL GALAXY SRL,trofix79@yahoo.com,,+40747832231
SHAGA TRUCK SRL,tudor.mihaiescu@gmail.com,,+40759087182
TUDOR TRANS EXP 2021 S.R.L.,tudortransexp2021@gmail.com,,+40762405728
TYTOSPEED SRL,tytospeed01@gmail.com,,+40722244779
SC VADAGRAR LOGISTIC SRL,vadagrarlogistic@gmail.com,Bihor,,https://produsmontan.ro/produse_montane/cas-sc-vadagrar-logistic-srl/
S.C. AUTO MARCU'S GRUP S.A.,valentina.andreica@amg.ro,,+40740200095
ALEX AMI TOURTRANS SRL,valentinburtavel@gmail.com,,+40723345917
VANGUARD CONSTRUCTION S.R.L.,vanguardconstruction@gmail.com,,+40726050756
VAS CURIER EXPRESS SRL,vasile.diaconu@fancourier.ro,,+40766475621
PATRISTRANS VT LOGISTIC SRL,vasilenegrea@patristrans.ro,,+40722536852,
BOGLAURA TRANSPORT S.R.L.,vegas.trans@yahoo.com,Bihor > BOROD > CORNITEL,0742903860,
VERSUS OIL SRL,versusgrup@yahoo.com,,+40756338566
BMF FAST DELIVERY S.R.L.,victor.bohus@acc-hr.com,,+40744342512,
VINCZE ERZSEBETLENKE PERSOANĂ FIZICĂ AUTORIZATĂ,vinczelenke@gmail.com,,+40742080234
DAMIRDAM SRL,vio345@yahoo.com,,+40742050444
S.C. ROMCURIER SRL,vioricanegrut@fancourier.ro,Bihor > MUNICIPIUL ORADEA > ORADEA,0728889502,
VISSPA EXPRESS SRL,visspaexpress@gmail.com,,+40756289714
BALASA DELIVERY COMPANY SRL,vlad.balasa28@gmail.com,,+40733254680
ASOCIATIA CAMINUL SENIORILOR,vladelenaispas@gmail.com,,+40749273127
VOITRANS SRL,voicatrans@yahoo.com,,+40743464974
XANDOR SRL,xandor@xandorbt.ro,,+40744582446
MARIUS CARGO S.R.L.,xaraxavian@gmail.com,,+40744898839
RB STYLE SRL,xplayground@gamil.com,,+40733017450
SC ZEK DELIVERY SRL,zekdeliverysrl@yahoo.com,Mureș > ORAS LUDUS > LUDUS,0774424606,
KNITWEAR IMPEX SRL,zmy7210@yahoo.com,,+40722568616
ZOF SPEED SRL,zofspeed@yahoo.com,,+40740771665
RDE HURON SRL,zsofia.gabor@rdero.ro,,+40730711361
e@cldwit.ro,Bacău > MUNICIPIUL BACAU > BACAU,0757958265,
Compania Nationala de Transporturi Aeriene Romane TAROM,cariera@tarom.ro,Otopeni,0212013803,
CONTINENTAL CARGO BROKER SRL,office@cargobroker.ro,MUNICIPIUL BUCURESTI,+40344261552,
CRISEDU LOGISTIC SRL,dumitucristicristea@gmail.com,Alba > IGHIU,0745044606,
DANDAN TUR LOGISTIC SRL,dandantur78@yahoo.com,Cluj > MUNICIPIUL TURDA > TURDA,0740041523,
DANY TRANSPORT COM SRL,dany_transportcom@yahoo.com,Municipiul Bucuresti,+40745049172,
DAVIS TRANSPORTURI FRIGORIFICE,conta@davistransport.ro,Bihor > MUNICIPIUL ORADEA > ORADEA,0727922908,
DECOMAR LOGISTIC SRL,nicoleta.tanasescu@d-log.ro,Argeș > ORAS MIOVENI > MIOVENI,0736378181,
DEUTSCHE BAHN CARGO ROMANIA SR,eva.cordo@deutschebahn.com,Gorj > ORAS TURCENI,0724212999,
DIMAR LOGISTICA EXPRES SRL,office@dimarlogistica.com,,+40756064618,
DISTRIBUTIE ENERGIE ELECTRICA ROMANIA S.A.,ilie.raluca@distributie-energie.ro,CLUJ-NAPOCA,0264205018,
DISTRIBUTIE ENERGIE OLTENIA S.A.,andrei.mitran1@distributieoltenia.ro,Craiova,+40372523231,
DOLY-COM DISTRIBUTIE SRL,office@dolycom.ro,Botosani,0744503909,
EAST LINE LOGISTIC LLC S.R.L.,resurseumane.as@gmail.com,,+40733785568,
ELECTRO-SERVICE DISTRIBUTIE SRL,biancaaasimion@gmail.com,Bucuresti Sectorul 3,+40250738743,https://genway.ro
ELIEZER LOGISTIC S.R.L.,eliezerlogistic@gmail.com,Bistrița-Năsăud > MUNICIPIUL BISTRITA > BISTRITA,0728136542,
ERICSEM LOGISTIC S.R.L.,cerasela.tigau@gmail.com,Valea Mare Pravat,+40747633324,
ESPACK EUROLOGISTICA S.R.L.,adriana@auditsiexpertiza.ro,Dolj > MUNICIPIUL CRAIOVA > CRAIOVA,0741243435,
EUROCIS LOGISTIC S.R.L.,cfiscalitate@gmail.com,Bucuresti Sectorul 3,+40731722000,
FISH TRANS LOGISTIC,andreea.iacob@fishtrans.ro,Darasti-Ilfov,+40215271807,
FLASHGO DELIVERY SRL,florin_14_stefan94@yahoo.com,MUNICIPIUL CRAIOVA,+40769894899,
ITC LOGISTIC ROMANIA SRL,sserbanescu@itclogistic.com,Brașov > MUNICIPIUL BRASOV > BRASOV,0268/406023,
JT LOGISTICSCONSULTING SRL,jtlogisticsro@yahoo.com,Giurgiu > MUNICIPIUL GIURGIU > GIURGIU,0722391958,
KEL HOUSE LOGISTIC S.R.L.,fineurocont@yahoo.com,Sat Stanilesti, Comuna Stanilesti,079977045,
KRAFT LOGISTIC SRL,lucretia.purenciu@kraft-logistic.com,Mureș > MUNICIPIUL SIGHISOARA > SIGHISOARA,0265/771307,
L & E SPEEDY DELIVERY S.R.L.,lespeedyd@gmail.com,,074,
LOGISTIC E VAN WIJK SRL,steliana.rus@evanwijk.ro,Cluj > APAHIDA > SANNICOARA,0372300200,
LOGISTICS SERV SRL,lgs.serv@yahoo.com,Arad,+40745783279,
MARADI LOGISTIC,mihaela.basturea@gmail.com,,+40722922830,
MARIA SHIPPING AGENCY SRL,ionela.chirigiu@mariashipping.ro,Constanta,0742218018,
MARVI LOGISTIC SRL,iulia.c@marvilogistic.ro,,+40753038465,
MASTER BLUE DELIVERY S.R.L.,office@master-pack.ro,PAULESTI,+40773306324,
NERTRANS CARGO SRL,a.zaharia@nertrans.com,Municipiul Galati,+40743159999,
NICOL POPA LOGISTIC,nico.popa1983@gmail.com,,+40734486531,
NOVA SMART LOGISTIC SRL,nova.smart.logistic@gmail.com,,+40742141000,
OCH LOGISTIC AG SRL,och.logistic@gmail.com,,+40728866725,
OCTOPUS LOGISTIC SRL,octopuslogisticsrl@gmail.com,Municipiul Cluj-Napoca,+40747138462,
Pan-Partener Spedition Arg,office@romancuta.ro,Pitești,-,
Pansiprod Distributie,hr@pansiprod.ro,Bucuresti,0722536795,
PATRISTRANS VT LOGISTIC SRL,vasilenegrea@patristrans.ro,,+40722536852,
P&G Kraft Spedition,barbuteo1964@gmail.com,Pitești,0722232324,
PIC INTERLOGISTIC SRL,contabiliategenova@gmail.com,,+40737899539,
PORT SHIPPING ENGINEERING S.R.L.,lavinia.ovezea@p-s-e.ro,Constanța > MUNICIPIUL CONSTANTA > CONSTANTA,0736594338,
RED FAST LOGISTICS SRL,contabilitate.redfast@gmail.com,PITESTI,,
Rodali Cargo,rodali.cargo@gmail.com,Giubega,0755666919,
SAGA LOGISTICS MANAGEMENT SRL,profuture@gmail.com,Municipiul Constanta,,
SAVA LOGISTIC SRL,mbufnea@nervia.ro,Cluj > MUNICIPIUL CLUJ-NAPOCA > CLUJ-NAPOCA,0751513173,
SCATRANS LOGISTIC SRL,scatranslogistic@gmail.com,,+40754883412,
S.C.GIROCOU LOGISTIC SRL,girocoulogistic@gmail.com,Brașov > VISTEA > VISTEA DE SUS,0762666040,
SCHENKER LOGISTICS ROMANIA S.A.,sales.ro@dbschenker.com,Bukarest,0213176136,
SC INTERABS LOGISTIC SRL,interabslogistic@gmail.com,Arad > MUNICIPIUL ARAD > ARAD,0740476221,
S.C. KRK TRANSPORT S.R.L.,erturkcalina@yahoo.com,Arad > MUNICIPIUL ARAD > ARAD,0736701904,
SC NIGADA CURIER SRL,nigadacurier@gmail.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 3,0761600440,
S.C. ROMCURIER SRL,vioricanegrut@fancourier.ro,Bihor > MUNICIPIUL ORADEA > ORADEA,0728889502,
S.C.RZV LOGISTIC SRL,rzv.logistic@gmail.com,Sibiu > SLIMNIC > SLIMNIC,-,
SC VADAGRAR LOGISTIC SRL,vadagrarlogistic@gmail.com,Bihor,,https://produsmontan.ro/produse_montane/cas-sc-vadagrar-logistic-srl/
SMART SUPPLY LOGISTIC S.R.L.,resurseumane@smartqc.ro,Argeș > ORAS MIOVENI,0727361547,
SOCIETATEA NATIONALA DE TRANSPORT GAZE NATURALE TRANSGAZ SA,anamaria.niculescu@transgaz.ro,MEDIAS,+40269801524,
SPRINTER COURIER GLOBAL SRL,sprinter_curier@yahoo.com,Targsoru Vechi,+40725482379,
T.B.T. LOGISTIC INTERNATIONAL SRL,hr@tbtlogistic.eu,Brașov > MUNICIPIUL BRASOV > BRASOV,0368/401350,
